Stations-ID;Stationsname;Bundesland;von;bis;Hoehe;geoBreite;geoLaenge
4548;Selb/Oberfranken-Lauterbach;Bayern;20070701;20150324;609;50,2046;12,1435
4692;Siegen (Kläranlage);Nordrhein-Westfalen;20080301;20150324;229;50,8534;7,9966
7105;Siegsdorf-Höll;Bayern;20050601;20150324;721;47,8349;12,6549
4703;Sigmaringen-Laiz;Baden-Württemberg;20021101;20150324;580;48,0719;9,1942
4704;Sigmarszell-Zeisertsweiler;Bayern;20050501;20150324;507;47,5776;9,7404
4706;Simbach/Inn;Bayern;20050301;20150324;360;48,2719;13,0273
4709;Simmern-Wahlbach;Rheinland-Pfalz;20111101;20150324;445;49,9996;7,5981
6263;Singen;Baden-Württemberg;20040701;20150324;445;47,7738;8,8218
6129;Sohland/Spree;Sachsen;20041101;20150324;290;51,0594;14,4262
4745;Soltau;Niedersachsen;19660101;20150324;76;52,9604;9,7931
4763;Sontra;Hessen;20041001;20150324;265;51,0607;9,9266
4997;Starkenberg-Tegkwitz;Thüringen;20050301;20150324;193;50,9777;12,3432
4841;Steinau, Kr. Cuxhaven;Niedersachsen;20040701;20150324;1;53,6946;8,8735
6199;Steinhagen-Negast;Mecklenburg-Vorpommern;20041001;20150324;16;54,2484;13,0418
4887;Stötten;Baden-Württemberg;19480101;20150324;734;48,6657;9,8646
4911;Straubing;Bayern;19940501;20150324;350;48,8275;12,5598
4928;Stuttgart (Schnarrenberg);Baden-Württemberg;19770701;20150324;314;48,8282;9,2
4931;Stuttgart-Echterdingen;Baden-Württemberg;19880101;20150324;371;48,6883;9,2235
4978;Tann/Rhön;Hessen;20021101;20150324;395;50,639;10,0228
5009;Teterow;Mecklenburg-Vorpommern;19730101;20150324;38;53,761;12,5574
5017;Teuschnitz;Bayern;20051101;20150324;633;50,4002;11,3889
5029;Tholey;Saarland;19690101;20150324;386;49,4738;7,0386
5046;Tirschenreuth-Lodermühl;Bayern;20080301;20150324;500;49,8578;12,3541
5064;Tönisvorst;Nordrhein-Westfalen;20041201;20150322;37;51,2898;6,4443
7329;Treuen;Sachsen;20051101;20150324;465;50,5457;12,2852
5097;Tribsees;Mecklenburg-Vorpommern;20050101;20150324;10;54,0661;12,7675
5100;Trier-Petrisberg;Rheinland-Pfalz;19410101;20150324;265;49,7479;6,6582
5099;Trier-Zewen;Rheinland-Pfalz;20080601;20150324;132;49,7326;6,6131
5109;Trollenhagen;Mecklenburg-Vorpommern;20020101;20150324;69;53,5997;13,3039
5111;Trostberg;Bayern;20060401;20150324;559;48,031;12,5396
5133;Twistetal-Mühlhausen;Hessen;20040901;20150324;295;51,3343;8,9132
5142;Ueckermünde;Mecklenburg-Vorpommern;19510101;20150324;1;53,7444;14,0697
5146;Uelzen;Niedersachsen;20040601;20150324;50;52,9413;10,5287
954;UFS Deutsche Bucht;Hamburg;20000501;20150324;0;54,1667;7,45
1228;UFS TW Ems;Hamburg;20020101;20150324;0;54,1651;6,346
15444;Ulm-Mähringen;Baden-Württemberg;20140901;20150324;593;48,4418;9,9216
5158;Ummendorf;Sachsen-Anhalt;19890101;20150324;162;52,1601;11,1759
7428;Veilsdorf;Thüringen;20070501;20150324;397;50,4166;10,8156
5229;Villingen-Schwenningen;Baden-Württemberg;20040801;20150324;720;48,0452;8,4608
4896;Wagersrott;Schleswig-Holstein;20050701;20150324;40;54,665;9,8035
5275;Waghäusel-Kirrlach;Baden-Württemberg;20040601;20150324;105;49,2447;8,5373
5279;Wahlsburg-Lippoldsberg;Hessen;20040901;20150324;176;51,6184;9,5761
13674;Waibstadt;Baden-Württemberg;20070801;20150324;237;49,2942;8,9054
5300;Waldems-Reinborn;Hessen;20040701;20150324;380;50,2599;8,3602
7370;Waldmünchen;Bayern;20061211;20150324;499;49,3909;12,6838
5335;Waltershausen;Thüringen;20060801;20150324;348;50,8963;10,5484
13696;Waltrop-Abdinghof;Nordrhein-Westfalen;20071201;20150324;68;51,5968;7,4048
6157;Wangerland-Hooksiel;Niedersachsen;20071001;20150324;8;53,6409;8,081
5347;Warburg;Nordrhein-Westfalen;20010402;20150324;236;51,504;9,1118
5349;Waren (Müritz);Mecklenburg-Vorpommern;19810101;20150324;73;53,5196;12,6654
5371;Wasserkuppe;Hessen;19480101;20150324;921;50,4973;9,9428
5397;Weiden;Bayern;19510101;20150324;440;49,6663;12,1845
6158;Weidenbach-Weiherschneidbach;Bayern;20041101;20150324;455;49,2247;10,6084
5404;Weihenstephan-Dürnast;Bayern;19750101;20150324;477;48,4025;11,6946
1327;Weilerswist-Lommersum;Nordrhein-Westfalen;20040801;20150324;146;50,7119;6,791
5424;Weimar-Schöndorf;Thüringen;20070601;20150324;325;51,0179;11,3542
5426;Weinbiet;Rheinland-Pfalz;19540101;20150324;553;49,3758;8,1213
4094;Weingarten, Kr. Ravensburg;Baden-Württemberg;20040601;20150324;440;47,8062;9,6206
5433;Weiskirchen/Saar;Saarland;20040901;20150324;380;49,5534;6,812
5440;Weißenburg-Emetzheim;Bayern;19550101;20150324;439;49,0114;10,9319
6093;Wendisch Evern;Niedersachsen;20040501;20150324;62;53,2138;10,4704
5480;Werl;Nordrhein-Westfalen;20030910;20150324;85;51,5765;7,888
5490;Wernigerode;Sachsen-Anhalt;19510101;20150324;234;51,8454;10,7686
4445;Wernigerode-Schierke;Sachsen-Anhalt;19891001;20150324;609;51,7658;10,6533
5538;Wielenbach (Demollstr.);Bayern;20050101;20150324;550;47,8827;11,1576
5541;Wiesbaden-Auringen;Hessen;20040801;20150324;263;50,1321;8,3169
5546;Wiesenburg;Brandenburg;19860701;20150324;187;52,1207;12,4585
5629;Wittenberg;Sachsen-Anhalt;19510101;20150324;105;51,8892;12,6445
5280;Wittenborn;Schleswig-Holstein;20070301;20150324;35;53,9223;10,2268
7432;Wittingen-Vorhop;Niedersachsen;20070501;20150324;72;52,6425;10,6631
5640;Wittmundhafen;Niedersachsen;20020101;20150324;8;53,5504;7,6672
5643;Wittstock-Rote Mühle;Brandenburg;20041101;20150324;66;53,1864;12,4949
5664;Wolfach;Baden-Württemberg;20040701;20150324;291;48,2953;8,2391
5676;Wolfsburg (Südwest);Niedersachsen;20100901;20150324;82;52,3961;10,6898
5692;Worms;Rheinland-Pfalz;20040901;20150324;88;49,6051;8,3659
5014;Worpswede-Hüttenbusch;Niedersachsen;20040701;20150324;7;53,2758;8,9857
7394;Wunsiedel-Schönbrunn;Bayern;20060601;20150324;622;50,0315;11,9745
5715;Wunstorf;Niedersachsen;20020101;20150324;57;52,4605;9,4311
5717;Wuppertal-Buchenhofen;Nordrhein-Westfalen;20060901;20150324;130;51,2248;7,1053
5705;Würzburg;Bayern;19480101;20150324;268;49,7703;9,9577
6265;Wusterwitz;Brandenburg;20040501;20150324;36;52,3613;12,3867
5731;Wutöschingen-Ofteringen;Baden-Württemberg;20040801;20150324;398;47,678;8,3799
5745;Zehdenick;Brandenburg;19810101;20150324;51;52,9664;13,3268
5750;Zeitz;Sachsen-Anhalt;20060301;20150324;170;51,0314;12,1495
5779;Zinnwald-Georgenfeld;Sachsen;19710101;20150324;877;50,7314;13,7516
5792;Zugspitze;Bayern;19500101;20150324;2964;47,4209;10,9847
5800;Zwiesel;Bayern;20020101;20150324;615;49,028;13,2385
;;;;;;;
